
Treesize _GSDATA_ ALL DRIVE & NETWORK

Name	Containing Path	Size	Allocated	Last Modified	Last Accessed	Type	Owner
2016-0514-044715-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.0 KB	4.0 KB	14/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0514-045551-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	1.4 KB	4.0 KB	14/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-034135-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	139.6 KB	140.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-034217-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	141.1 KB	144.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-034556-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	2,361.5 KB	2,364.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-034646-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	121.0 KB	124.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-054947-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	10.9 KB	12.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-055558-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	6.6 KB	8.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-055904-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	5.8 KB	8.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-073119-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	6.9 KB	8.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-075601-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	2.4 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-080411-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	2.0 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-080731-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	1.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-094006-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-100432-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-101259-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-101825-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-121438-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-122314-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-122821-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-124207-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-142317-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-151916-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-152257-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-162415-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-181006-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-181021-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-182451-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-201006-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-201407-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-201731-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-202533-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-221508-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-221821-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-222302-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	0.9 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0516-224301-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	1.3 KB	4.0 KB	16/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0517-001824-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	0.9 KB	4.0 KB	17/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0517-002905-4-ASUS-GL522VW-E-FAT32 --1Samsung4TB #E.log	E:\_gsdata_\	2.1 KB	4.0 KB	17/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0517-003159-4-ASUS-GL522VW-E-FAT32 -- D #E.log	E:\_gsdata_\	1.9 KB	4.0 KB	17/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0517-005230-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	2.1 KB	4.0 KB	17/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0517-021856-4-ASUS-GL522VW-E-FAT32 -- ASUS-X5DIJ.log	E:\_gsdata_\	2.1 KB	4.0 KB	17/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0520-235829-5-ASUS-P2520L-E-FAT32 -- ASUS-GL.log	E:\_gsdata_\	33.0 KB	36.0 KB	21/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0521-125005-5-ASUS-P2520L-E-FAT32 - ASUS-G - 1Samsung4TB.log	E:\_gsdata_\	20.9 KB	24.0 KB	21/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0521-130245-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	8.4 KB	12.0 KB	21/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0522-170010-4-ASUS-GL522VW-E-FAT32 -- ACER-ONE.log	E:\_gsdata_\	2.2 KB	4.0 KB	22/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0525-222506-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	30.2 KB	32.0 KB	25/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0525-225055-5-ASUS-P2520L-E-FAT32 - ASUS-G - 1Samsung4TB.log	E:\_gsdata_\	50.8 KB	52.0 KB	25/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0526-002658-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	26/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0526-005227-5-ASUS-P2520L-E-FAT32 - ASUS-G - 1Samsung4TB.log	E:\_gsdata_\	0.7 KB	4.0 KB	26/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0526-023625-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	26/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0529-080909-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	29.1 KB	32.0 KB	29/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0529-082413-5-ASUS-P2520L-E-FAT32 - ASUS-G - 1Samsung4TB.log	E:\_gsdata_\	102.6 KB	104.0 KB	29/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0530-225423-5-ASUS-P2520L-E-FAT32 - ASUS-G-P NOT STOP.log	E:\_gsdata_\	1,473.7 KB	1,476.0 KB	30/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0530-234143-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	666.7 KB	668.0 KB	30/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-045606-5-ASUS-P2520L-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.1 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-050642-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-133322-5-ASUS-P2520L-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	1.0 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-133547-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-173918-5-ASUS-P2520L-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	0.7 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0531-175859-5-ASUS-P2520L-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	31/05/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0610-050022-5-ASUS-P2520LA-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	10/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-000542-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	10.9 KB	12.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-000653-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	3.0 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-000734-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	3.1 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-010222-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	38.5 KB	40.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-021302-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	3.1 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-021339-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.8 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-021455-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-035233-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-041838-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-041914-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-042343-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-093304-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-094950-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-095028-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-095135-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-122220-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-122336-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.8 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-122417-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	0.7 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0616-131506-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	16/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-051932-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	1.3 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-052723-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	1.1 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-052812-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.2 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-052852-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	1.1 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-113805-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.4 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-113847-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.3 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-133808-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	2.5 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-133848-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	3.4 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-133940-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	3.3 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-135107-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	3.1 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-153838-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0618-164129-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	18/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-004227-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.4 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-004308-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	1.3 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-012804-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	8.6 KB	12.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-030349-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	1.3 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-031959-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1.1 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-032046-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	1.1 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-045022-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	1.3 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-061722-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	1.1 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-131521-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.9 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-131810-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	0.9 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-132110-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	1.0 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-151523-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.9 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-151810-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.0 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-152113-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	1.9 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-155122-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	2.3 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-171614-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	1.8 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-172046-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.7 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-172610-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.6 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-184155-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	3.0 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0623-191708-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	23/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-130705-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.1 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-135922-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	1.9 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-140025-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.0 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-144059-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	2.3 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-151540-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.8 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-160025-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-160131-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.8 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0624-172533-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	0.8 KB	4.0 KB	24/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0626-155108-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	14.3 KB	16.0 KB	26/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0626-162122-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	4.5 KB	8.0 KB	26/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0626-162259-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	3.2 KB	4.0 KB	26/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0626-162341-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	3.3 KB	4.0 KB	26/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0626-165443-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	3.7 KB	4.0 KB	26/06/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-185301-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	3.5 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-185400-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	7.4 KB	8.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-185625-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	9.3 KB	12.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-192014-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	65.2 KB	68.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-205402-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	4.5 KB	8.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-205627-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	2.2 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-205712-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.9 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-212052-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	3.3 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-225452-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	0.7 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0710-225712-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	0.8 KB	4.0 KB	10/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0724-182009-4-ASUS-GL522VW-E-FAT32 -- ACER-O.log	E:\_gsdata_\	2.7 KB	4.0 KB	24/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0724-182129-4-ASUS-GL522VW-E-FAT32 -- ASUS-X.log	E:\_gsdata_\	2.9 KB	4.0 KB	24/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0724-203557-4-ASUS-GL522VW-E-FAT32 - ASUS-G - D#E.log	E:\_gsdata_\	4.1 KB	8.0 KB	24/07/2016	31/07/2016	.log (Notepad++ Document)	Everyone
2016-0806-210737-4-ASUS-GL522VW-E-FAT32 -- ASUS-G-P.log	E:\_gsdata_\	4,843.0 KB	4,844.0 KB	06/08/2016	06/08/2016	.log (Notepad++ Document)	Everyone
2016-0806-222528-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	4,427.8 KB	4,428.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
2016-0807-023204-4-ASUS-GL522VW-E-FAT32 -- ASUS-E.log	E:\_gsdata_\	1,042.8 KB	1,044.0 KB	07/08/2016	07/08/2016	.log (Notepad++ Document)	Everyone
